season,week,season_type,game_type,team,gsis_id,position,full_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,ingest_run_id
2026,1,REG,REG,ARI,00-0034381,LB,Josh Sweat,,,,Not injury related - resting player,Knee,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,ARI,00-0035859,P,Blake Gillikin,,,,Groin,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,ARI,00-0039007,CB,Garrett Williams,Achilles,,Out,Achilles,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,ARI,00-0039808,G,Isaiah Adams,Knee,,Out,Knee,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,ARI,00-0039864,S,Dadrion Taylor-Demerson,Ribs,,Out,Ribs,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,ARI,00-0040751,CB,Will Johnson,,,,Ankle,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,ARI,00-0041027,RB,Jeremiyah Love,Ankle,,Questionable,Ankle,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0031279,T,Jake Matthews,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0031576,DE,Za'Darius Smith,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0034371,DT,Da'Shawn Hand,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0035237,T,Jawaan Taylor,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0036212,QB,Tua Tagovailoa,Oblique,,Out,Oblique,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0036354,G,Kyle Hinton,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0039859,DT,Brandon Dorlus,,,,Groin,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0039917,QB,Michael Penix Jr.,Knee,,Out,Knee,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0040156,CB,Billy Bowman Jr.,Achilles,,Out,Achilles,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0040687,T,Cameron Williams,Ankle,,Out,Ankle,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0041044,WR,Zachariah Branch,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,ATL,00-0041066,LB,Kendal Daniels,,,,Achilles,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,BAL,00-0026190,DE,Calais Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,BAL,00-0036130,DT,Nnamdi Madubuike,Neck,,Out,Neck,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,BAL,00-0039064,WR,Zay Flowers,,,,Hamstring,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,BAL,00-0039792,WR,Devontez Walker,Groin,,Questionable,Groin,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,BAL,00-0040069,LB,Teddye Buchanan,Knee,,Out,Knee,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,BUF,00-0035537,RB,Ty Johnson,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,BUF,00-0040192,CB,Jordan Hancock,Quadricep,,Questionable,Quadricep,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,BUF,00-0040724,DE,T.J. Sanders,Knee,,Questionable,Knee,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,CAR,00-0036903,DT,Bobby Brown III,,,,Back,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,CAR,00-0037007,LB,Patrick Jones II,Back,,Out,Back,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,CAR,00-0039344,RB,Jonathon Brooks,,,,Groin,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,CHI,00-0031583,DT,Grady Jarrett,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,CHI,00-0032391,G,Joe Thuney,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,CHI,00-0033579,S,Xavier Woods,Groin,,Questionable,Groin,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,CHI,00-0038416,QB,Tyson Bagent,Back,,Questionable,Back,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,CHI,00-0039919,WR,Rome Odunze,Calf,,Questionable,Calf,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,CHI,00-0040740,T,Ozzy Trapilo,Knee,,Questionable,Knee,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,CIN,00-0033523,DT,Jonathan Allen,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,CIN,00-0034800,DT,B.J. Hill,,,,Not injury related - resting player,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,CIN,00-0035683,DT,Dexter Lawrence,,,,Not injury related - resting player,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,CIN,00-0036410,WR,Tee Higgins,,,,Foot,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,CIN,00-0036900,WR,Ja'Marr Chase,,,,Knee,Not injury related - resting player,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,CIN,00-0038549,CB,DJ Turner II,,,,Hamstring,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,CIN,00-0040756,DE,Shemar Stewart,Knee,,Doubtful,Knee,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,CLE,00-0033131,DT,Maliek Collins,,,,Quadricep,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,CLE,00-0036953,G,Teven Jenkins,Back,,Out,Back,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,CLE,00-0040579,LB,Carson Schwesinger,,,,Shoulder,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,CLE,00-0041073,C,Parker Brailsford,Thumb,,Questionable,Thumb,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,DAL,00-0033093,DT,Jonathan Bullard,,,,Groin,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,DAL,00-0037563,RB,Malik Davis,Hip,,Out,Hip,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,DAL,00-0038547,TE,Luke Schoonmaker,,,,Not injury related - personal matter,,Did Not Participate In Practice,20260925T015956Z
2026,1,REG,REG,DAL,00-0040017,T,Ajani Cornelius,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,DEN,00-0038976,WR,Marvin Mims Jr.,,,,Foot,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,DET,00-0038660,LB,Trevor Nowaske,,,,Knee,,Full Participation in Practice,20260925T015956Z
2026,1,REG,REG,DET,00-0038820,S,Christian Izien,Groin,,Questionable,Groin,,Limited Participation in Practice,20260925T015956Z
2026,1,REG,REG,DET,00-0039396,DT,Mekhi Wingo,,,,Groin,,Full Participation in Practice,20260925T015956Z
