season,team,player_id,player_name,position,games,spine_metric,usage_index_score,stress_score,redzone_score,share_score,depth_score,return_score,share_calm,share_stress,confidence_delta,spine_opps_stress,team_spine_opps_stress,usage_role,spine_opps,team_spine_opps,share_overall,usage_rank_on_team,usage_rank_in_pos_group,depth_pos,depth_rank,depth_surplus,depth_as_of_week,opp_i20,opp_i10,opp_i5,opp_g2g,team_opp_i20,pct_i20_intra,pct_i20_shrunk,td_i20,td_i5,touches,yards_per_touch,scrimmage_yards,scrimmage_yards_share_intra,scrimmage_tds
2026,NYG,00-0036893,N.Harris,RB,1,rush_attempts,47.7,62.5,39.7,54.4,50.0,6.8,0.1333,0.3333,0.2,2,6,INSUFFICIENT SAMPLE,4,21,0.1905,9,3,RB,3,0,18,2,2,1,0,17,0.1176,0.0952,0,0,4,1.5,6,0.0328,0
2026,PIT,00-0041489,G.Bernard,WR,1,targets,47.6,56.7,15.6,61.8,66.7,37.6,0.1923,0.2727,0.0804,3,11,RISING -- OUT-EARNING DEPTH CHART,8,37,0.2162,6,3,WR,4,1,18,1,0,0,1,6,0.1667,0.1,0,0,4,8.75,35,0.1259,0
2026,PHI,00-0036389,J.Hurts,QB,2,rush_attempts_qb,47.4,85.5,18.2,28.6,50.0,22.0,0.0,0.3125,0.3125,5,16,"CLOSER -- SMALL ROLE, BIG MOMENTS",5,50,0.1,8,1,QB,1,0,18,1,1,0,1,16,0.0625,0.05,0,0,12,5.17,62,0.0896,0
2026,IND,00-0040128,T.Warren,TE,2,targets,47.3,54.3,42.0,58.1,50.0,16.8,0.1892,0.2273,0.0381,5,22,ROTATIONAL CONTRIBUTOR,12,59,0.2034,3,1,TE,1,0,18,3,2,1,2,18,0.1667,0.1364,2,1,10,3.7,37,0.062,2
2026,LV,00-0038563,T.Tucker,WR,2,targets,47.3,55.2,15.4,54.2,50.0,69.4,0.1714,0.2174,0.046,5,23,ROTATIONAL CONTRIBUTOR,11,58,0.1897,3,1,WR,1,0,18,1,1,0,1,22,0.0455,0.0385,0,0,7,20.86,146,0.2433,1
2026,KC,00-0039894,X.Worthy,WR,2,targets,47.1,49.1,45.4,54.6,66.7,12.2,0.1944,0.1875,-0.0069,6,32,RISING -- OUT-EARNING DEPTH CHART,13,68,0.1912,3,1,WR,2,1,18,4,2,2,2,25,0.16,0.1379,1,1,8,5.38,43,0.0458,1
2026,NE,00-0036875,R.Stevenson,RB,2,rush_attempts,47.0,48.5,0.0,100.0,50.0,37.8,0.4737,0.4615,-0.0121,6,13,ROTATIONAL CONTRIBUTOR,24,51,0.4706,1,1,RB,1,0,18,,,,,,,,,,30,4.7,141,0.2235,0
2026,LAC,00-0036355,J.Herbert,QB,1,rush_attempts_qb,46.9,63.9,66.8,18.4,50.0,6.4,0.0,0.2222,0.2222,2,9,INSUFFICIENT SAMPLE,2,31,0.0645,10,1,QB,1,0,18,4,3,1,2,14,0.2857,0.2222,0,0,8,3.88,31,0.0509,0
2026,CHI,00-0039918,C.Williams,QB,2,rush_attempts_qb,46.8,66.5,43.4,23.8,50.0,32.1,0.0256,0.1905,0.1648,4,21,"CLOSER -- SMALL ROLE, BIG MOMENTS",5,60,0.0833,7,1,QB,1,0,18,4,3,1,2,25,0.16,0.1379,1,0,15,7.13,107,0.1208,2
2026,SF,00-0041052,K.Black,RB,2,rush_attempts,46.8,37.2,12.0,100.0,66.7,29.6,0.4359,0.3077,-0.1282,4,13,RISING -- OUT-EARNING DEPTH CHART,21,52,0.4038,1,1,RB,2,1,18,2,0,0,0,22,0.0909,0.0769,0,0,22,4.32,95,0.1248,0
2026,CHI,00-0040735,L.Burden,WR,2,targets,46.5,61.7,10.8,61.2,50.0,40.9,0.1724,0.2593,0.0868,7,27,PRIMARY -- TRUSTED UNDER PRESSURE,12,56,0.2143,4,2,WR,2,0,18,2,0,0,0,25,0.08,0.069,0,0,9,10.78,97,0.1095,0
2026,HOU,00-0036554,N.Collins,WR,1,targets,46.5,51.7,16.5,77.2,33.3,49.1,0.2632,0.2778,0.0146,5,18,ROTATIONAL CONTRIBUTOR,10,37,0.2703,5,2,WR,1,-1,18,2,0,0,1,15,0.1333,0.1053,1,0,8,10.25,82,0.206,1
2026,PHI,00-0038555,T.Bigsby,RB,2,rush_attempts,46.3,38.7,44.3,80.0,50.0,11.8,0.3235,0.1875,-0.136,3,16,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,14,50,0.28,3,2,RB,2,0,18,3,1,1,0,16,0.1875,0.15,1,1,16,2.56,41,0.0592,1
2026,PIT,00-0036894,P.Freiermuth,TE,2,targets,46.3,52.1,46.9,38.6,50.0,37.9,0.1277,0.1481,0.0205,4,27,RED ZONE SPECIALIST,10,74,0.1351,5,1,TE,1,0,18,2,1,0,0,6,0.3333,0.2,1,0,10,8.0,80,0.1436,1
2026,GB,00-0040142,K.Johnson,RB,1,rush_attempts,46.3,50.0,0.0,100.0,50.0,27.2,0.6154,0.0,-0.6154,0,5,ROTATIONAL CONTRIBUTOR,8,18,0.4444,7,3,RB,3,0,18,,,,,,,,,,8,4.0,32,0.1538,0
2026,NO,00-0033906,A.Kamara,RB,1,rush_attempts,45.9,47.6,12.0,98.9,50.0,10.4,0.3571,0.3333,-0.0238,4,12,ROTATIONAL CONTRIBUTOR,9,26,0.3462,6,2,RB,2,0,18,2,0,0,0,22,0.0909,0.0769,0,0,14,1.57,22,0.0694,0
2026,NYJ,00-0039890,A.Mitchell,WR,2,targets,45.9,46.9,8.7,72.6,66.7,46.2,0.2647,0.24,-0.0247,6,25,RISING -- OUT-EARNING DEPTH CHART,15,59,0.2542,3,1,WR,2,1,18,1,0,0,0,14,0.0714,0.0556,0,0,9,13.67,123,0.1806,0
2026,JAX,00-0041100,J.Cameron,WR,1,targets,45.9,70.8,27.5,27.2,50.0,36.5,0.0,0.3333,0.3333,2,6,INSUFFICIENT SAMPLE,2,21,0.0952,10,4,WR,4,0,18,1,1,1,1,9,0.1111,0.0769,1,1,2,10.0,20,0.0539,1
2026,NO,00-0036973,T.Etienne,RB,2,rush_attempts,45.7,24.9,36.8,100.0,50.0,26.5,0.4615,0.2609,-0.2007,6,23,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,18,49,0.3673,2,1,RB,1,0,18,4,1,1,0,22,0.1818,0.1538,0,0,26,4.19,109,0.1333,0
2026,DAL,00-0038041,J.Ferguson,TE,2,targets,45.7,62.1,40.5,28.1,50.0,33.8,0.0526,0.1739,0.1213,4,23,"CLOSER -- SMALL ROLE, BIG MOMENTS",6,61,0.0984,5,1,TE,1,0,18,3,2,1,2,19,0.1579,0.1304,2,0,6,8.17,49,0.0832,2
2026,LAC,00-0033885,D.Njoku,TE,2,targets,45.6,54.1,8.7,43.1,100.0,39.1,0.1333,0.1739,0.0406,4,23,RISING -- OUT-EARNING DEPTH CHART,8,53,0.1509,6,1,TE,4,3,18,1,0,0,0,14,0.0714,0.0556,0,0,6,11.17,67,0.11,0
2026,BUF,00-0037261,K.Shakir,WR,2,targets,45.2,44.5,31.4,60.1,66.7,26.1,0.2333,0.1852,-0.0481,5,27,RISING -- OUT-EARNING DEPTH CHART,12,57,0.2105,4,1,WR,2,1,18,3,1,1,1,20,0.15,0.125,0,0,7,12.57,88,0.101,0
2026,CLE,00-0033537,D.Watson,QB,2,rush_attempts_qb,45.1,64.2,22.3,51.3,50.0,17.3,0.125,0.2667,0.1417,4,15,PRIMARY -- TRUSTED UNDER PRESSURE,7,39,0.1795,5,1,QB,1,0,18,2,0,0,0,10,0.2,0.1429,0,0,13,4.62,60,0.1045,0
2026,PIT,00-0035640,D.Metcalf,WR,2,targets,45.0,58.9,0.0,73.4,50.0,36.0,0.234,0.2963,0.0623,8,27,ROTATIONAL CONTRIBUTOR,19,74,0.2568,2,1,WR,1,0,18,,,,,,,,,,8,8.38,67,0.1203,0
2026,BAL,00-0034753,M.Andrews,TE,2,targets,44.9,61.0,7.4,70.1,50.0,20.8,0.2121,0.3,0.0879,6,20,PRIMARY -- TRUSTED UNDER PRESSURE,13,53,0.2453,2,1,TE,1,0,18,1,0,0,1,17,0.0588,0.0476,0,0,10,9.8,98,0.1128,0
2026,CLE,00-0041547,K.Concepcion,WR,2,targets,44.5,48.7,22.3,60.4,66.7,24.6,0.2162,0.2,-0.0162,3,15,RISING -- OUT-EARNING DEPTH CHART,11,52,0.2115,2,1,WR,2,1,18,2,0,0,0,10,0.2,0.1429,0,0,14,5.71,80,0.1394,0
2026,IND,00-0037664,A.Pierce,WR,2,targets,44.2,52.4,7.1,33.9,100.0,50.5,0.1081,0.1364,0.0283,3,22,RISING -- OUT-EARNING DEPTH CHART,7,59,0.1186,5,3,WR,7,4,18,1,0,0,0,18,0.0556,0.0455,0,0,5,14.4,72,0.1206,0
2026,SF,00-0037834,B.Purdy,QB,1,rush_attempts_qb,44.2,72.3,16.7,30.6,50.0,31.7,0.0435,0.4,0.3565,2,5,INSUFFICIENT SAMPLE,3,28,0.1071,8,1,QB,1,0,18,1,1,1,1,22,0.0455,0.0385,1,1,8,7.38,59,0.0775,1
2026,SF,00-0033288,G.Kittle,TE,2,targets,43.8,44.3,29.1,46.7,50.0,58.1,0.1935,0.125,-0.0685,3,24,ROTATIONAL CONTRIBUTOR,9,55,0.1636,5,1,TE,1,0,18,3,2,0,1,22,0.1364,0.1154,1,0,6,15.33,92,0.1209,1
2026,TB,00-0040237,T.Johnson,WR,2,targets,43.7,54.2,24.7,23.8,66.7,59.0,0.0606,0.1111,0.0505,3,27,RISING -- OUT-EARNING DEPTH CHART,5,60,0.0833,7,4,WR,5,1,18,2,1,0,1,20,0.1,0.0833,0,0,2,22.5,45,0.0721,0
2026,TEN,00-0039032,T.Spears,RB,2,rush_attempts,43.7,49.4,7.8,77.2,50.0,31.6,0.2727,0.2667,-0.0061,4,15,ROTATIONAL CONTRIBUTOR,10,37,0.2703,3,2,RB,2,0,18,1,0,0,1,16,0.0625,0.05,0,0,14,6.71,94,0.1832,0
2026,ARI,00-0038559,Mi.Wilson,WR,2,targets,43.6,62.9,0.0,63.5,50.0,29.2,0.1842,0.28,0.0958,7,25,PRIMARY -- TRUSTED UNDER PRESSURE,14,63,0.2222,4,1,WR,1,0,18,,,,,,,,,,7,10.57,74,0.1326,0
2026,DEN,00-0039732,B.Nix,QB,2,rush_attempts_qb,43.2,61.5,29.8,47.6,50.0,1.7,0.12,0.2353,0.1153,4,17,PRIMARY -- TRUSTED UNDER PRESSURE,7,42,0.1667,6,1,QB,1,0,18,4,0,0,1,17,0.2353,0.1905,0,0,8,1.0,8,0.0137,0
2026,SEA,00-0041512,J.Price,RB,2,rush_attempts,43.2,13.2,31.4,100.0,50.0,48.2,0.5278,0.16,-0.3678,4,25,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,23,61,0.377,1,1,RB,1,0,18,3,2,1,2,27,0.1111,0.0968,0,0,26,4.54,118,0.17,0
2026,TB,00-0040129,E.Egbuka,WR,2,targets,43.0,43.6,37.2,52.4,50.0,29.2,0.2121,0.1481,-0.064,4,27,ROTATIONAL CONTRIBUTOR,11,60,0.1833,2,1,WR,1,0,18,2,1,1,1,20,0.1,0.0833,1,1,9,8.44,76,0.1218,1
2026,WAS,00-0035659,T.McLaurin,WR,2,targets,42.9,40.8,27.4,58.0,33.3,61.7,0.2424,0.1613,-0.0811,5,31,ROTATIONAL CONTRIBUTOR,13,64,0.2031,4,2,WR,1,-1,18,2,2,1,1,24,0.0833,0.0714,0,0,4,16.0,64,0.0934,0
2026,HOU,00-0034383,D.Schultz,TE,2,targets,42.8,47.5,0.0,72.3,50.0,51.6,0.26,0.2432,-0.0168,9,37,ROTATIONAL CONTRIBUTOR,22,87,0.2529,2,1,TE,1,0,18,,,,,,,,,,16,10.94,175,0.2158,0
2026,KC,00-0033873,P.Mahomes,QB,1,rush_attempts_qb,42.6,67.9,33.6,25.2,50.0,9.2,0.0,0.2143,0.2143,3,14,INSUFFICIENT SAMPLE,3,34,0.0882,7,1,QB,1,0,18,5,1,0,2,25,0.2,0.1724,1,0,9,4.44,40,0.0426,1
2026,NYG,00-0039337,M.Nabers,WR,2,targets,42.6,47.5,14.9,60.9,50.0,41.2,0.2222,0.2,-0.0222,5,25,ROTATIONAL CONTRIBUTOR,13,61,0.2131,3,1,WR,1,0,18,2,0,0,0,17,0.1176,0.0952,0,0,7,10.0,70,0.1211,0
2026,WAS,00-0036628,J.Bates,TE,1,targets,42.4,48.9,27.4,38.1,83.3,17.6,0.1429,0.125,-0.0179,2,16,INSUFFICIENT SAMPLE,4,30,0.1333,8,1,TE,3,2,18,2,2,1,0,24,0.0833,0.0714,0,0,2,6.5,13,0.0439,0
2026,LA,00-0040737,T.Ferguson,TE,2,targets,42.3,44.7,21.5,50.1,66.7,36.6,0.2,0.1364,-0.0636,3,22,RISING -- OUT-EARNING DEPTH CHART,10,57,0.1754,4,1,TE,2,1,18,1,1,1,1,16,0.0625,0.05,1,1,6,9.0,54,0.1102,1
2026,ATL,00-0037746,Br.Robinson,RB,2,rush_attempts,42.3,41.4,0.0,96.9,50.0,23.7,0.36,0.2222,-0.1378,2,9,ROTATIONAL CONTRIBUTOR,20,59,0.339,2,2,RB,2,0,18,,,,,,,,,,22,4.45,98,0.1735,0
2026,CIN,00-0038619,A.Iosivas,WR,2,targets,42.0,57.9,22.7,17.6,100.0,15.1,0.025,0.12,0.095,3,25,INSUFFICIENT SAMPLE,4,65,0.0615,7,3,WR,6,3,18,1,1,1,1,18,0.0556,0.0455,0,0,3,6.33,19,0.0291,0
2026,NE,00-0033555,M.Hollins,WR,2,targets,42.0,57.1,22.3,38.5,50.0,33.5,0.1034,0.1739,0.0705,4,23,ROTATIONAL CONTRIBUTOR,7,52,0.1346,7,3,WR,3,0,18,1,0,0,0,3,0.3333,0.1429,0,0,6,11.5,69,0.1094,0
2026,KC,00-0039067,R.Rice,WR,2,targets,41.9,66.5,10.8,33.6,33.3,51.4,0.0556,0.1875,0.1319,6,32,"CLOSER -- SMALL ROLE, BIG MOMENTS",8,68,0.1176,5,2,WR,1,-1,18,2,0,0,0,25,0.08,0.069,1,0,6,17.0,102,0.1087,1
2026,BUF,00-0039901,K.Coleman,WR,2,targets,41.9,59.7,24.9,40.1,50.0,17.8,0.1,0.1852,0.0852,5,27,ROTATIONAL CONTRIBUTOR,8,57,0.1404,6,3,WR,3,0,18,2,1,1,0,20,0.1,0.0833,0,0,7,9.14,64,0.0735,0
2026,ATL,00-0037238,D.London,WR,2,targets,41.9,58.4,0.0,51.4,50.0,48.1,0.1515,0.2353,0.0838,4,17,ROTATIONAL CONTRIBUTOR,9,50,0.18,3,1,WR,1,0,18,,,,,,,,,,8,10.5,84,0.1487,0
2026,PHI,00-0034844,S.Barkley,RB,2,rush_attempts,41.8,26.4,15.6,100.0,50.0,27.9,0.4706,0.1875,-0.2831,3,16,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,19,50,0.38,2,1,RB,1,0,18,2,0,0,2,16,0.125,0.1,0,0,21,4.76,100,0.1445,0
2026,CLE,00-0040663,H.Fannin,TE,2,targets,41.8,63.2,0.0,49.5,50.0,36.6,0.1351,0.2667,0.1315,4,15,PRIMARY -- TRUSTED UNDER PRESSURE,9,52,0.1731,4,1,TE,1,0,18,,,,,,,,,,7,10.71,75,0.1307,0
2026,IND,00-0030279,K.Allen,WR,2,targets,41.8,57.4,14.3,53.3,50.0,20.8,0.1622,0.2273,0.0651,5,22,ROTATIONAL CONTRIBUTOR,11,59,0.1864,4,2,WR,2,0,18,1,1,0,1,18,0.0556,0.0455,0,0,7,5.29,37,0.062,0
2026,HOU,00-0038728,J.Wayne,WR,2,targets,41.7,58.5,8.2,26.3,83.3,39.3,0.06,0.1351,0.0751,5,37,RISING -- OUT-EARNING DEPTH CHART,8,87,0.092,6,3,WR,5,2,18,1,0,0,0,15,0.0667,0.0526,0,0,3,15.0,45,0.0555,0
2026,PIT,00-0039739,R.Wilson,WR,2,targets,41.7,61.8,0.0,46.3,66.7,28.7,0.1277,0.2222,0.0946,6,27,RISING -- OUT-EARNING DEPTH CHART,12,74,0.1622,4,2,WR,3,1,18,,,,,,,,,,8,6.75,54,0.0969,0
2026,WAS,00-0041096,K.Allen,RB,2,rush_attempts,41.7,55.3,27.5,47.6,50.0,11.2,0.1471,0.2,0.0529,4,20,ROTATIONAL CONTRIBUTOR,9,54,0.1667,5,3,RB,3,0,18,3,1,1,1,24,0.125,0.1071,0,0,9,4.44,40,0.0584,0
2026,DEN,00-0034348,C.Sutton,WR,2,targets,41.6,53.5,22.1,45.9,50.0,28.4,0.1471,0.1818,0.0348,4,22,ROTATIONAL CONTRIBUTOR,9,56,0.1607,4,2,WR,2,0,18,2,1,0,2,17,0.1176,0.0952,0,0,5,7.2,36,0.0616,0
2026,ARI,00-0033119,J.Brissett,QB,1,rush_attempts_qb,41.4,67.8,14.3,43.3,50.0,4.7,0.087,0.3,0.213,3,10,PRIMARY -- TRUSTED UNDER PRESSURE,5,33,0.1515,6,1,QB,1,0,18,1,1,0,1,18,0.0556,0.0455,0,0,7,3.0,21,0.0376,0
2026,CIN,00-0036442,J.Burrow,QB,2,rush_attempts_qb,41.4,66.6,28.4,29.1,50.0,5.6,0.0345,0.2,0.1655,4,20,"CLOSER -- SMALL ROLE, BIG MOMENTS",5,49,0.102,6,1,QB,1,0,18,4,0,0,0,18,0.2222,0.1818,0,0,6,3.17,19,0.0291,0
2026,LAC,00-0038454,K.Mitchell,RB,2,rush_attempts,41.3,51.0,24.6,54.7,50.0,13.1,0.1875,0.2,0.0125,3,15,ROTATIONAL CONTRIBUTOR,9,47,0.1915,5,2,RB,2,0,18,2,1,0,1,14,0.1429,0.1111,0,0,10,4.8,48,0.0788,0
2026,JAX,00-0038935,B.Strange,TE,2,targets,41.2,52.1,32.6,29.1,50.0,37.4,0.0909,0.125,0.0341,2,16,ROTATIONAL CONTRIBUTOR,5,49,0.102,6,1,TE,1,0,18,2,1,0,1,9,0.2222,0.1538,1,0,4,10.0,40,0.0611,1
2026,WAS,00-0039910,J.Daniels,QB,2,rush_attempts_qb,41.1,62.5,27.8,15.9,50.0,37.6,0.0,0.15,0.15,3,20,INSUFFICIENT SAMPLE,3,54,0.0556,10,1,QB,1,0,18,4,1,0,0,24,0.1667,0.1429,0,0,12,8.33,100,0.146,0
2026,NE,00-0041395,E.Raridon,TE,2,targets,41.0,50.3,53.6,11.0,50.0,32.8,0.0345,0.0435,0.009,1,23,INSUFFICIENT SAMPLE,2,52,0.0385,10,2,TE,2,0,18,1,1,1,1,3,0.3333,0.1429,1,1,2,16.0,32,0.0507,1
2026,BAL,00-0032398,C.Moore,WR,2,targets,40.7,67.0,0.0,26.9,66.7,38.1,0.0303,0.2,0.1697,4,20,RISING -- OUT-EARNING DEPTH CHART,5,53,0.0943,6,3,WR,4,1,18,,,,,,,,,,2,29.5,59,0.0679,0
2026,TB,00-0036919,K.Gainwell,RB,2,rush_attempts,40.7,60.4,13.0,52.6,50.0,6.6,0.1481,0.2727,0.1246,3,11,PRIMARY -- TRUSTED UNDER PRESSURE,7,38,0.1842,5,2,RB,2,0,18,2,0,0,0,20,0.1,0.0833,0,0,11,3.0,33,0.0529,0
2026,BAL,00-0036550,R.Bateman,WR,2,targets,40.7,44.8,7.4,53.9,66.7,42.0,0.2121,0.15,-0.0621,3,20,RISING -- OUT-EARNING DEPTH CHART,10,53,0.1887,3,1,WR,2,1,18,1,0,0,0,17,0.0588,0.0476,0,0,7,12.57,88,0.2566,1
2026,LAC,00-0040727,T.Harris,WR,2,targets,40.7,50.7,0.0,48.5,50.0,65.0,0.1667,0.1739,0.0072,4,23,ROTATIONAL CONTRIBUTOR,9,53,0.1698,4,3,WR,3,0,18,,,,,,,,,,4,18.25,73,0.1199,0
2026,JAX,00-0039893,Bri.Thomas,WR,2,targets,40.7,45.4,0.0,64.1,50.0,54.0,0.2424,0.1875,-0.0549,3,16,ROTATIONAL CONTRIBUTOR,11,49,0.2245,4,2,WR,2,0,18,,,,,,,,,,6,13.33,80,0.1221,0
2026,NE,00-0035676,A.Brown,WR,1,targets,40.6,58.8,0.0,36.9,83.3,27.0,0.0714,0.1765,0.105,3,17,INSUFFICIENT SAMPLE,4,31,0.129,8,4,WR,6,2,18,,,,,,,,,,3,8.67,26,0.0906,0
2026,PHI,00-0034351,D.Goedert,TE,2,targets,40.5,51.8,15.6,35.7,50.0,52.8,0.1154,0.1333,0.0179,4,30,ROTATIONAL CONTRIBUTOR,7,56,0.125,6,1,TE,1,0,18,2,0,0,1,16,0.125,0.1,1,0,5,16.2,81,0.1171,2
2026,BAL,00-0039064,Z.Flowers,WR,1,targets,40.5,42.1,0.0,71.4,33.3,65.9,0.3333,0.1111,-0.2222,1,9,ROTATIONAL CONTRIBUTOR,6,24,0.25,5,2,WR,1,-1,18,,,,,,,,,,5,30.0,150,0.2852,1
2026,SF,00-0032775,D.Robinson,WR,2,targets,40.5,47.1,22.7,31.2,50.0,60.6,0.129,0.0833,-0.0457,2,24,ROTATIONAL CONTRIBUTOR,6,55,0.1091,6,3,WR,3,0,18,2,1,1,1,22,0.0909,0.0769,0,0,5,16.8,84,0.1104,1
2026,HOU,00-0038618,X.Hutchinson,WR,2,targets,40.3,47.8,8.2,49.3,66.7,36.4,0.18,0.1622,-0.0178,6,37,RISING -- OUT-EARNING DEPTH CHART,15,87,0.1724,4,1,WR,2,1,18,1,0,0,0,15,0.0667,0.0526,0,0,6,11.5,69,0.0851,0
2026,KC,00-0030506,T.Kelce,TE,2,targets,40.2,38.7,5.4,67.2,50.0,53.5,0.2778,0.1875,-0.0903,6,32,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,16,68,0.2353,2,1,TE,1,0,18,1,0,0,0,25,0.04,0.0345,1,0,12,14.33,172,0.1834,1
2026,SEA,00-0037545,R.Shaheed,WR,2,targets,40.1,51.8,5.0,51.4,50.0,42.2,0.1724,0.1905,0.0181,4,21,ROTATIONAL CONTRIBUTOR,9,50,0.18,5,2,WR,2,0,18,1,0,0,0,27,0.037,0.0323,0,0,5,8.6,43,0.062,0
2026,MIA,00-0039880,M.Washington,WR,2,targets,40.1,41.1,8.7,74.3,50.0,27.9,0.2941,0.1875,-0.1066,3,16,ROTATIONAL CONTRIBUTOR,13,50,0.26,2,1,WR,1,0,18,1,0,0,0,14,0.0714,0.0556,0,0,8,12.5,100,0.1686,0
2026,LV,00-0040878,M.Washington,RB,2,rush_attempts,40.0,52.8,21.4,44.7,50.0,20.4,0.1463,0.1739,0.0276,4,23,ROTATIONAL CONTRIBUTOR,10,64,0.1563,4,2,RB,2,0,18,2,1,0,1,22,0.0909,0.0769,0,0,10,4.8,48,0.08,0
2026,NE,00-0038621,D.Douglas,WR,2,targets,39.9,59.0,0.0,49.5,66.7,15.8,0.1379,0.2174,0.0795,5,23,RISING -- OUT-EARNING DEPTH CHART,9,52,0.1731,3,1,WR,2,1,18,,,,,,,,,,6,4.83,29,0.046,0
2026,TEN,00-0040584,G.Helm,TE,2,targets,39.8,56.6,15.6,44.5,50.0,18.9,0.125,0.1905,0.0655,4,21,ROTATIONAL CONTRIBUTOR,7,45,0.1556,5,1,TE,1,0,18,2,0,0,0,16,0.125,0.1,0,0,6,6.83,41,0.0799,0
2026,PIT,00-0023459,A.Rodgers,QB,1,rush_attempts_qb,39.7,75.0,0.0,40.8,50.0,0.5,0.0,0.3,0.3,3,10,INSUFFICIENT SAMPLE,3,21,0.1429,8,1,QB,1,0,18,,,,,,,,,,4,0.5,2,0.0036,0
2026,MIN,00-0038994,J.Addison,WR,2,targets,39.6,50.9,8.2,46.5,50.0,43.6,0.1579,0.1667,0.0088,4,24,ROTATIONAL CONTRIBUTOR,7,43,0.1628,5,2,WR,2,0,18,1,0,0,0,15,0.0667,0.0526,0,0,2,10.5,21,0.0802,0
2026,DEN,00-0039868,T.Franklin,WR,2,targets,39.4,53.8,14.6,15.3,66.7,56.9,0.0294,0.0909,0.0615,2,22,INSUFFICIENT SAMPLE,3,56,0.0536,10,4,WR,5,1,18,1,1,0,1,17,0.0588,0.0476,0,0,2,16.0,32,0.0548,0
2026,ARI,00-0033307,K.Bourne,WR,2,targets,39.2,47.6,7.1,49.9,66.7,28.6,0.1842,0.16,-0.0242,4,25,RISING -- OUT-EARNING DEPTH CHART,11,63,0.1746,5,2,WR,3,1,18,1,0,0,0,18,0.0556,0.0455,0,0,10,8.6,86,0.1541,0
2026,KC,00-0038104,T.Thornton,WR,2,targets,38.9,59.7,0.0,21.0,50.0,70.1,0.0278,0.125,0.0972,4,32,ROTATIONAL CONTRIBUTOR,5,68,0.0735,6,3,WR,3,0,18,,,,,,,,,,4,21.5,86,0.161,0
2026,TB,00-0034855,B.Mayfield,QB,2,rush_attempts_qb,38.9,51.9,44.3,15.0,50.0,21.0,0.037,0.0909,0.0539,1,11,INSUFFICIENT SAMPLE,2,38,0.0526,8,1,QB,1,0,18,5,1,0,1,20,0.25,0.2083,1,0,9,6.56,59,0.0946,1
2026,BUF,00-0038933,D.Kincaid,TE,2,targets,38.7,31.5,6.5,70.2,50.0,54.5,0.3333,0.1481,-0.1852,4,27,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,14,57,0.2456,2,1,TE,1,0,18,1,0,0,0,20,0.05,0.0417,1,0,12,18.75,225,0.2583,1
2026,NE,00-0037816,R.Doubs,WR,2,targets,38.7,49.4,0.0,38.5,33.3,84.9,0.1379,0.1304,-0.0075,3,23,ROTATIONAL CONTRIBUTOR,7,52,0.1346,6,2,WR,1,-1,18,,,,,,,,,,3,32.0,96,0.2791,0
2026,NYG,00-0035250,D.Singletary,RB,2,rush_attempts,38.7,42.6,30.9,45.9,50.0,18.7,0.25,0.0417,-0.2083,1,24,ROTATIONAL CONTRIBUTOR,9,56,0.1607,6,2,RB,2,0,18,3,1,0,0,17,0.1765,0.1429,1,0,13,3.62,47,0.0813,1
2026,DEN,00-0038783,N.Adkins,TE,1,targets,38.7,49.3,14.6,29.5,66.7,40.4,0.1111,0.0909,-0.0202,1,11,INSUFFICIENT SAMPLE,3,29,0.1034,8,2,TE,3,1,18,1,1,0,1,17,0.0588,0.0476,1,0,4,9.5,38,0.0969,1
2026,MIA,00-0038824,R.Miller,WR,1,targets,38.6,53.6,0.0,12.4,66.7,82.2,0.0,0.1,0.1,1,10,INSUFFICIENT SAMPLE,1,23,0.0435,11,5,WR,6,1,18,,,,,,,,,,1,77.0,77,0.2575,1
2026,NYJ,00-0041511,O.Cooper,WR,1,targets,38.4,55.1,0.0,12.4,83.3,60.2,0.0,0.1429,0.1429,1,7,INSUFFICIENT SAMPLE,1,23,0.0435,10,4,WR,6,2,18,,,,,,,,,,1,30.0,30,0.0817,0
2026,ATL,00-0032392,A.Hooper,TE,1,targets,38.4,55.1,0.0,36.9,66.7,35.5,0.1,0.1818,0.0818,2,11,INSUFFICIENT SAMPLE,4,31,0.129,7,2,TE,3,1,18,,,,,,,,,,2,10.0,20,0.0662,0
2026,PHI,00-0040024,D.Cooper,WR,1,targets,38.1,47.1,28.6,25.2,50.0,39.4,0.1333,0.0526,-0.0807,1,19,INSUFFICIENT SAMPLE,3,34,0.0882,9,4,WR,4,0,18,1,1,1,1,16,0.0625,0.05,1,1,2,13.0,26,0.0737,1
2026,LA,00-0039738,B.Corum,RB,2,rush_attempts,38.0,21.1,0.0,100.0,50.0,39.8,0.5,0.2105,-0.2895,4,19,VOLUME ONLY -- BENCHED WHEN IT TIGHTENS,22,55,0.4,2,2,RB,2,0,18,,,,,,,,,,23,6.35,146,0.1872,0
